300,66,615,28
631,37,618,26
49,21,619,34
356,13,620,58
265,64,624,0
366,21,549,24
360,26,625,42
406,38,552,23
556,35,628,14
85,29,634,26
327,45,638,38
767,23,645,14
672,3,646,38
717,7,639,60
16,42,649,0
464,3,653,42
137,27,683,17
562,23,667,14
17,7,668,54
760,21,670,27
742,7,682,42
35,43,671,17
66,10,686,22
476,17,687,35
623,7,688,62
608,14,689,40
353,3,673,35
150,14,674,21
106,19,675,20
192,30,676,38
607,14,679,7
185,7,680,42
340,10,695,38
499,17,699,31
128,22,697,40
371,21,690,63
190,24,705,14
763,8,711,16
96,20,713,19
179,26,716,14
475,17,715,59
681,18,721,42
95,24,722,41
345,18,725,35
63,7,726,14
50,16,730,35
597,17,739,33
729,33,746,30
359,26,747,38
551,9,753,29
735,12,754,9
500,20,757,17
719,20,759,37
116,0,761,61
75,6,765,31
685,43,703,14
281,28,769,54
224,23,564,22
374,7,59,52
746,10,210,53
424,28,226,17
421,38,346,14
118,28,448,23
117,70,473,7
125,20,685,28
487,43,729,24
599,33,47,35
311,48,77,24
754,28,209,23
715,31,279,24
549,14,378,31
137,24,459,23
587,14,508,31
462,18,706,24
739,56,742,35
56,12,766,10
455,27,2,41
316,42,9,7
241,14,16,15
267,30,17,20
134,10,19,16
683,35,21,28
63,23,22,28
54,13,23,27
131,23,24,27
573,7,25,68
682,54,26,7
646,14,29,28
146,34,32,55
507,42,36,13
336,15,34,53
600,23,39,54
317,16,40,55
155,31,41,0
529,30,48,27
67,54,49,34
220,41,53,31
356,20,57,14
308,34,60,31
328,9,64,34
609,12,65,21
709,20,69,35
283,13,71,45
654,35,75,20
520,10,76,45
260,37,78,24
357,35,80,7
166,0,82,47
586,27,85,30
229,0,86,14
225,29,88,14
695,45,89,10
154,24,90,27
632,17,93,14
472,17,96,23
325,35,97,28
531,28,99,0
369,44,100,7
541,7,103,44
1,30,111,31
617,27,113,45
171,19,114,45
5,24,116,45
213,62,120,28
377,22,121,27
147,42,122,21
463,27,124,21
15,16,128,70
262,27,129,24
393,13,130,35
352,20,133,48
208,28,135,0
460,7,138,46
591,38,142,41
4,30,143,23
196,44,144,37
72,7,145,52
235,52,149,14
500,54,152,24
680,20,150,10
58,6,160,23
423,28,161,40
703,0,169,41
469,47,174,22
347,12,175,58
723,24,176,18
441,38,179,9
510,26,185,37
690,31,191,24
289,21,193,3
431,35,197,10
73,24,199,21
44,48,202,22
539,3,206,28
363,24,207,41
758,34,212,24
484,21,215,31
536,45,216,12
108,10,217,12
228,20,219,57
451,17,221,30
181,23,227,14
12,48,230,26
309,0,231,54
164,27,232,29
313,56,234,3
726,48,238,14
464,12,239,21
102,31,240,6
110,0,242,69
35,0,244,55
648,27,247,24
686,48,248,10
51,70,250,6
177,24,252,28
115,7,253,28
214,55,254,7
310,17,255,31
66,15,257,26
3,28,264,49
33,0,266,24
658,10,265,16
305,21,269,38
757,10,271,35
590,6,272,34
763,36,275,12
173,6,278,80
263,41,281,20
195,34,287,31
493,51,292,10
194,7,294,19
419,22,295,23
274,21,296,48
297,18,298,17
198,45,303,49
436,12,304,63
625,28,307,27
218,29,318,21
665,13,320,7
527,34,321,16
495,42,322,0
299,0,324,44
751,33,329,43
555,56,330,40
168,13,331,9
256,0,332,44
101,20,337,10
762,14,338,34
91,17,344,35
728,24,345,14
401,28,348,27
211,14,349,26
201,16,351,27
61,14,353,42
644,6,354,77
483,14,327,65
611,33,359,20
749,42,360,43
261,31,364,27
653,45,365,23
20,35,367,7
598,14,368,49
620,23,370,26
601,14,371,46
494,31,372,33
540,20,373,34
13,15,375,56
655,0,380,67
396,24,382,19
282,56,383,37
14,14,384,17
619,29,385,19
46,48,387,34
569,22,389,17
258,19,391,14
70,0,392,63
31,10,395,7
186,41,398,18
756,13,399,17
481,26,400,25
435,21,402,45
293,54,403,0
43,7,406,27
410,48,407,20
245,32,408,35
692,67,411,7
479,14,412,10
545,29,414,40
11,17,415,24
312,31,416,24
546,0,418,50
50,17,420,51
10,35,426,38
428,38,430,13
381,13,433,10
319,34,434,73
183,14,437,56
276,38,438,24
492,39,443,10
188,10,446,42
476,8,447,44
288,20,449,25
722,13,450,19
159,31,453,7
562,31,456,10
224,30,457,28
8,31,461,24
568,35,466,19
559,23,468,27
740,21,474,55
671,14,480,30
132,30,482,7
608,24,485,30
454,14,486,66
712,17,444,38
547,24,445,15
153,22,501,14
427,3,502,35
95,7,503,45
52,45,506,28
94,10,509,17
516,10,511,17
62,48,513,17
74,6,514,48
205,23,515,47
366,6,517,48
584,27,518,6
342,0,519,20
458,42,521,35
302,30,522,20
629,34,526,13
525,7,530,58
542,30,533,0
638,48,534,13
203,42,535,20
170,34,538,31
350,35,543,14
475,0,554,50
651,20,556,35
675,19,557,24
432,28,558,11
700,21,564,60
190,31,565,18
79,26,567,21
727,42,571,14
537,0,572,6
127,23,574,27
759,12,575,34
570,19,576,54
645,17,548,47
386,42,577,6
6,47,578,23
280,53,580,52
184,10,581,38
579,16,583,55
497,28,585,30
635,14,588,28
200,0,592,61
618,38,593,45
314,14,597,21
409,0,602,38
390,14,605,42
83,28,606,35
673,21,610,27
523,13,612,41
84,37,621,22
452,31,622,9
705,10,623,26
45,27,550,26
119,3,551,38
189,21,553,24
136,41,626,6
595,17,630,10
624,0,628,72
182,3,631,56
376,17,633,20
126,0,634,45
301,49,636,44
697,14,637,31
334,3,641,62
335,29,642,0
273,26,643,23
478,24,639,40
37,31,640,13
711,59,649,0
162,17,650,14
442,0,652,45
603,27,657,22
589,47,659,42
718,12,660,35
656,8,661,14
422,6,662,58
498,40,663,21
725,47,664,14
340,13,666,41
496,48,667,14
284,41,668,48
379,17,669,52
613,45,681,20
151,28,684,23
286,0,687,31
92,15,689,26
290,27,674,33
68,38,677,20
704,28,678,31
259,41,679,31
491,21,691,48
112,42,693,13
223,24,696,31
670,16,698,35
236,17,699,24
341,28,701,11
38,34,708,12
425,9,710,38
270,20,713,52
566,7,716,42
552,13,719,19
140,10,724,30
465,27,731,44
249,30,732,33
470,17,733,20
582,7,734,27
172,16,735,41
429,23,736,14
358,38,737,21
246,10,738,57
627,34,741,27
405,35,743,10
720,21,744,45
343,12,747,47
339,24,750,30
141,10,752,38
730,49,753,21
397,27,755,16
109,21,760,14
560,21,764,14
489,0,765,17
528,3,702,6
285,16,767,21
187,14,769,34
157,0,139,38
721,14,163,45
367,52,173,21
729,24,235,27
279,31,662,38
685,41,746,26
684,0,759,28
362,13,56,6
4,19,76,30
433,0,307,41
221,31,357,43
687,23,586,30
39,19,587,7
438,22,608,32
384,10,1,17
762,29,3,32
659,35,5,7
589,7,6,49
251,20,9,23
577,3,7,35
330,7,10,36
207,41,12,56
521,41,14,45
704,48,18,35
540,16,20,51
459,37,26,20
237,13,28,49
143,34,31,31
563,31,32,24
588,28,35,41
553,9,33,44
436,21,37,52
213,28,38,13
202,13,42,55
719,13,43,26
121,13,45,20
741,42,50,36
755,21,51,18
399,28,54,0
564,21,60,14
135,14,62,73
385,32,67,41
2,45,72,31
389,38,73,24
47,30,74,13
230,34,75,19
15,14,79,42
129,6,81,27
182,10,82,20
735,42,83,33
713,45,85,19
87,35,88,30
449,37,90,16
633,22,91,38
86,55,92,22
510,28,94,45
570,7,97,58
169,29,98,31
711,13,102,20
430,26,103,54
104,7,106,36
257,14,107,52
250,7,115,42
346,0,118,63
748,30,123,37
703,29,125,34
304,37,126,14
567,48,128,47
509,17,132,24
569,40,133,24
119,26,134,19
669,10,136,52
23,24,140,10
365,35,141,21
734,30,144,28
652,41,146,35
145,34,147,14
603,7,153,30
41,0,150,48
406,29,151,3
678,21,165,38
481,52,166,7
187,35,170,31
558,62,172,35
512,27,174,28
281,24,175,9
621,21,176,28
224,28,177,30
275,7,178,66
674,17,180,23
574,21,185,14
752,7,188,19
590,7,189,45
199,14,190,34
46,14,191,20
643,31,192,21
112,29,195,34
448,31,205,21
723,20,206,17
161,14,208,16
131,7,211,28
347,6,212,51
48,35,214,12
152,23,216,12
634,3,218,34
592,21,219,27
705,7,220,42
358,24,223,35
122,30,227,37
571,23,228,30
742,21,229,48
381,17,231,34
508,52,232,7
554,20,233,34
630,14,234,7
387,10,236,45
649,10,240,45
519,15,241,26
486,17,244,23
179,56,248,20
149,20,249,27
724,28,260,10
614,74,261,14
323,41,267,19
154,44,269,0
111,16,270,35
100,6,271,55
36,21,272,27
331,14,274,34
543,17,276,20
44,32,278,34
483,21,280,48
265,63,282,20
702,31,284,12
198,27,285,35
447,42,287,38
474,27,289,40
156,3,292,38
352,14,293,77
193,6,294,16
355,20,298,72
743,35,299,7
16,9,300,27
167,35,302,6
461,12,303,30
183,41,305,16
333,28,310,7
731,29,311,24
65,0,313,51
531,12,315,14
80,20,317,62
551,20,321,13
171,21,322,7
238,10,325,35
200,14,335,44
488,14,336,35
21,12,339,31
457,17,341,34
747,41,342,44
263,27,344,62
664,38,345,10
753,16,348,28
555,34,326,10
19,7,351,21
139,24,353,7
710,62,359,10
750,24,360,17
378,42,366,21
443,25,369,31
158,21,370,7
412,34,374,29
57,13,375,23
264,31,377,10
138,62,379,28
296,63,382,21
624,21,383,7
549,0,388,45
380,7,390,76
110,14,391,30
116,12,392,17
513,7,397,22
639,8,401,14
533,0,405,14
59,27,409,10
602,14,410,20
363,38,411,14
96,28,414,20
470,27,415,39
318,13,416,28
70,22,417,6
578,14,418,34
402,21,420,49
444,66,421,34
316,35,422,24
253,42,423,20
117,48,424,45
426,27,427,47
460,21,429,56
591,14,431,17
400,29,437,51
52,7,439,45
24,7,440,34
625,17,441,24
434,7,442,59
532,24,451,27
22,7,452,37
456,52,454,55
181,55,455,0
27,34,462,31
201,7,464,45
53,23,465,34
666,16,469,27
404,41,471,7
640,3,472,45
580,14,475,6
286,6,477,13
168,21,478,7
407,24,479,17
395,31,480,10
255,42,482,14
252,27,484,3
137,14,485,17
210,49,487,61
215,10,491,21
393,5,493,76
354,45,494,25
489,3,495,55
61,6,500,21
338,31,501,49
647,38,504,42
306,14,506,7
445,11,507,31
319,38,514,49
473,3,515,58
113,34,516,35
766,9,517,34
197,9,520,59
194,35,522,10
93,7,524,49
329,24,525,28
718,33,527,7
204,17,529,20
350,19,530,27
55,21,534,13
604,29,537,16
17,27,539,21
428,38,541,7
689,33,528,35
77,30,544,16
396,7,556,23
291,6,559,45
8,21,560,55
268,23,561,31
688,23,562,17
334,34,545,45
732,10,546,56
497,34,547,31
71,49,566,30
84,35,568,17
582,26,573,7
403,0,576,49
593,7,581,43
243,15,584,54
266,31,585,0
262,17,594,29
356,3,596,50
572,20,598,10
162,24,599,22
622,38,600,14
698,34,601,7
148,31,605,14
453,16,606,40
259,21,607,33
49,38,609,13
101,19,611,36
160,32,612,35
518,38,613,31
680,28,616,20
502,21,617,6
458,48,618,30
505,29,619,37
739,28,620,59
225,10,623,45
575,51,552,7
738,33,626,52
196,27,627,45
25,44,628,7
730,28,631,58
419,7,632,17
548,41,629,38
34,37,636,31
498,30,638,36
40,28,641,20
361,32,642,17
246,34,645,37
124,13,648,22
695,52,653,45
155,16,654,21
343,20,655,33
78,7,656,61
368,55,657,0
64,14,658,10
693,7,660,38
767,21,663,24
760,23,665,20
108,21,683,31
217,13,668,37
109,14,670,28
99,52,681,14
597,17,682,27
309,44,686,38
450,37,672,21
283,14,675,44
650,10,676,41
725,27,691,44
327,66,694,38
499,17,696,28
308,19,701,33
371,21,697,14
538,31,690,21
203,7,706,49
677,24,707,27
651,52,708,0
349,73,709,29
226,41,712,38
258,14,716,52
467,46,714,13
667,67,715,63
30,40,717,27
66,41,720,17
565,0,726,29
700,0,727,69
11,26,728,14
637,38,736,24
120,36,740,27
615,14,744,42
290,10,745,24
209,10,749,48
490,31,751,34
661,8,756,44
492,38,757,42
105,28,758,30
394,14,761,35
765,12,763,14
239,10,764,49
277,10,768,23
235,41,210,34
446,23,386,35
175,0,463,37
43,20,575,13
249,20,729,43
563,24,4,41
452,14,63,31
31,24,96,17
87,7,268,42
511,59,376,0
186,45,699,10
734,31,2,38
414,31,6,59
119,20,8,63
752,31,10,39
176,55,13,7
417,19,14,45
539,13,16,56
81,40,19,9
749,41,21,13
587,13,22,19
173,29,24,56
401,6,25,28
138,37,27,56
328,50,28,13
667,17,29,20
550,20,30,27
585,35,36,14
592,31,34,7
232,6,39,53
416,23,40,56
611,48,41,26
303,33,46,52
234,20,49,26
271,33,52,34
298,21,55,23
383,18,57,46
410,42,59,7
228,50,60,16
405,14,64,31
595,34,65,10
744,45,66,9
619,26,67,31
273,34,71,24
227,7,72,13
204,49,74,21
706,27,77,24
601,6,79,54
594,6,84,40
17,6,86,55
605,16,88,6
524,56,89,23
679,29,94,21
607,56,101,10
202,32,104,30
697,7,105,42
714,21,106,10
485,35,108,14
758,13,109,10
362,32,110,13
156,21,113,56
353,33,114,52
712,27,117,55
741,36,120,26
658,20,121,13
144,42,122,30
733,36,126,60
332,10,127,27
650,35,131,19
11,54,134,19
397,62,135,6
164,7,137,17
359,21,139,52
455,13,145,42
627,17,147,24
242,24,148,10
732,33,149,23
82,14,154,16
337,17,157,22
92,21,159,59
62,27,161,7
315,38,162,26
681,0,163,98
141,3,167,38
348,24,168,35
314,47,172,13
763,17,171,10
307,37,179,15
707,21,180,28
269,12,182,37
166,22,183,57
637,40,193,29
636,16,194,42
628,34,196,48
468,20,198,35
97,24,199,7
304,45,203,10
56,12,206,58
201,12,212,55
621,49,209,15
478,10,213,38
529,31,214,10
15,28,215,75
83,50,217,6
653,0,218,38
465,13,223,31
728,10,224,44
535,16,225,23
421,3,226,44
440,50,230,27
191,10,236,17
254,27,237,25
133,35,238,51
720,7,240,27
599,34,243,41
354,37,245,24
423,43,250,6
208,28,253,32
364,42,256,3
711,38,257,21
568,26,258,7
68,35,259,33
140,24,260,45
150,51,261,0
716,43,262,24
75,10,264,28
272,13,266,14
708,0,274,30
432,3,276,16
644,31,280,68
70,37,281,29
520,24,286,51
536,25,288,28
42,17,290,21
1,24,291,31
501,24,295,28
551,6,296,49
398,3,297,48
411,28,299,21
606,35,300,38
47,28,302,42
439,37,306,14
441,42,309,5
531,7,316,31
709,63,319,35
301,25,320,33
275,12,322,15
360,13,323,19
58,21,324,45
512,28,330,24
321,42,331,49
676,55,333,28
618,24,334,17
603,55,338,27
390,3,340,10
454,10,344,17
205,50,346,7
351,35,347,19
190,63,352,14
265,51,356,6
577,17,355,30
647,45,361,53
388,62,366,13
542,52,367,35
537,7,368,49
184,41,370,17
341,56,371,28
130,52,372,14
255,14,373,43
282,0,375,65
5,29,379,37
248,22,381,32
128,35,382,42
559,28,384,17
630,15,385,23
98,34,387,27
293,56,389,24
91,20,393,34
544,0,394,52
292,31,395,40
252,21,396,16
656,27,399,32
419,47,400,44
335,22,402,52
726,48,403,7
745,62,404,0
759,6,406,20
374,32,407,47
412,24,409,16
339,32,413,35
610,14,425,34
474,31,429,49
431,42,430,0
197,13,428,49
686,35,433,28
564,17,435,10
464,27,436,17
284,15,438,42
757,21,443,38
493,48,447,7
515,37,448,14
270,54,450,3
187,6,451,23
233,30,456,17
664,20,457,30
558,15,459,25
219,30,460,28
522,21,461,41
136,21,462,20
471,0,467,77
177,34,470,9
279,46,472,25
424,58,473,23
285,24,475,27
305,6,481,45
160,6,482,23
545,44,483,27
38,31,484,28
696,20,486,35
118,10,444,59
33,0,445,28
506,35,492,45
18,10,495,28
646,16,496,55
189,41,497,50
312,13,498,26
188,24,499,21
617,31,503,28
717,21,504,80
313,38,505,21
600,21,508,42
51,41,513,14
174,14,516,17
69,48,518,21
251,36,521,42
380,34,523,15
408,38,526,31
660,63,527,14
623,31,532,27
566,3,533,14
357,23,534,20
142,42,541,0
26,0,528,38
648,55,560,61
576,55,565,14
200,10,567,49
325,34,569,27
73,15,570,30
691,44,571,7
657,2,572,63
50,38,573,12
90,0,574,46
318,7,578,24
181,28,582,16
548,48,583,21
99,27,584,44
672,13,589,31
547,21,590,22
103,28,591,29
95,24,593,21
702,35,597,21
479,20,602,17
598,13,604,31
267,0,608,33
102,49,615,14
153,42,616,35
466,21,620,55
192,48,624,13
754,35,549,0
231,13,625,42
507,26,553,21
277,3,626,41
311,14,629,51
247,2,633,24
442,7,635,40
32,27,641,31
488,34,642,8
596,0,643,27
458,3,645,24
631,49,639,7
107,37,649,6
491,31,651,41
85,21,652,28
35,50,659,43
23,26,661,16
739,50,683,38
427,45,666,20
517,14,668,21
220,45,669,27
345,41,670,25
552,35,684,28
487,40,685,20
715,13,687,38
146,24,688,34
614,19,673,21
165,6,692,10
125,19,693,13
476,18,694,24
365,17,695,33
308,15,698,31
760,15,701,16
764,51,690,36
178,20,704,34
326,14,705,24
185,25,710,42
586,14,713,28
556,20,718,24
151,28,719,21
477,17,722,29
54,12,724,48
665,16,725,36
415,21,727,27
740,21,730,45
7,13,737,20
116,15,738,31
378,31,742,7
612,28,743,27
343,6,751,56
78,10,756,41
480,15,761,24
735,42,766,28
746,19,703,33
671,17,767,53
158,16,768,27
538,10,769,45
420,41,753,24
349,58,69,3
633,27,188,17
210,15,249,22
569,62,352,28
245,20,577,17
113,24,130,27
167,28,512,15
454,21,563,32
310,27,3,30
644,28,8,35
14,35,9,7
534,20,7,35
665,0,11,21
20,32,12,28
491,56,15,10
438,21,16,28
178,42,18,7
399,34,23,31
28,35,26,20
497,43,36,31
189,46,33,49
335,38,34,45
662,42,37,33
63,42,39,45
404,14,42,40
207,35,44,62
65,38,49,51
135,6,51,60
100,7,52,37
661,33,54,28
284,28,56,12
127,48,58,0
43,20,59,21
253,27,62,6
101,13,68,42
436,20,70,31
325,27,73,12
681,14,74,57
724,20,78,13
377,10,81,22
742,17,83,41
532,31,87,28
277,21,89,14
710,48,90,27
494,21,91,20
429,34,95,28
522,14,98,28
243,23,99,14
670,18,105,69
744,13,107,21
513,14,115,36
195,16,116,42
226,35,118,7
200,21,119,28
747,6,123,36
564,19,124,24
565,16,133,42
110,14,137,20
756,17,140,0
340,21,141,14
29,35,143,30
145,56,144,20
562,24,146,10
333,26,152,31
572,7,153,10
61,27,155,21
583,48,156,22
242,14,158,8
689,12,159,44
299,0,160,35
683,31,164,34
523,16,165,43
182,38,166,20
213,35,168,7
302,28,170,56
579,38,175,24
765,26,171,31
72,22,181,52
693,6,184,35
139,14,185,20
516,33,186,30
326,14,187,21
403,7,190,50
764,35,191,17
57,17,192,28
635,38,194,28
106,38,202,14
262,17,204,56
444,34,205,23
250,0,208,65
128,20,212,66
13,45,209,50
321,13,215,38
500,63,216,6
40,13,218,24
464,21,219,28
379,0,221,44
228,33,224,29
2,9,227,28
668,33,229,39
441,49,231,6
385,26,234,20
685,16,235,24
199,18,238,17
35,38,246,52
462,38,247,22
433,33,248,16
38,20,252,17
48,48,254,0
743,0,255,36
102,26,257,29
529,34,258,21
461,34,263,40
24,0,264,70
590,3,266,31
643,38,265,27
281,17,268,62
437,69,269,13
445,7,272,47
533,0,273,33
149,14,274,38
291,38,280,36
356,27,282,21
391,7,283,48
722,41,285,35
469,37,289,3
104,14,290,42
97,6,293,17
629,24,298,49
251,44,301,21
636,23,303,31
154,10,305,13
443,10,306,31
347,19,308,26
496,45,311,20
55,31,312,12
129,6,314,30
211,3,315,35
531,71,319,21
132,17,329,20
466,52,328,35
708,21,331,6
324,3,332,28
1,24,334,27
288,55,337,10
697,6,341,63
109,24,345,52
701,44,351,0
386,52,355,33
77,39,358,41
688,6,327,42
114,45,359,14
176,41,360,7
336,60,361,7
157,9,364,24
482,20,363,41
604,10,368,28
766,13,378,28
180,79,380,14
309,28,381,14
348,45,382,37
375,79,383,0
545,34,384,38
126,34,387,17
362,29,388,35
576,45,389,14
88,24,390,17
699,42,392,35
297,3,394,10
161,9,397,23
372,13,398,24
82,13,400,7
196,27,401,24
134,27,402,31
121,17,405,20
410,7,406,52
759,28,407,26
287,17,408,40
552,21,412,17
323,16,413,22
694,6,414,31
700,23,417,31
659,10,418,42
501,28,419,13
527,13,420,21
117,71,421,42
755,41,423,14
286,20,427,59
557,27,432,24
169,42,434,31
320,24,435,33
506,0,439,58
173,6,440,59
193,17,442,24
4,25,446,34
480,10,447,13
574,29,449,21
473,10,448,45
203,10,451,26
508,21,452,28
344,20,456,13
371,20,457,19
111,14,458,34
463,58,460,19
666,36,468,38
475,23,474,41
53,27,476,20
769,14,477,21
718,27,478,14
80,0,486,52
703,6,487,52
322,12,489,7
94,55,490,21
369,23,492,31
395,10,493,34
504,47,488,7
737,20,499,3
96,7,502,17
547,14,507,27
342,28,509,14
350,52,510,14
526,7,511,35
163,24,514,13
346,14,515,56
217,0,517,42
593,31,520,52
148,10,524,21
241,23,525,24
519,17,530,38
10,20,535,23
425,20,536,0
762,27,540,13
230,29,542,28
539,0,528,38
376,48,544,7
198,27,554,48
112,28,555,3
484,29,556,55
